Cliente,Año,Activos_Iniciales_millones,Ingresos_Netos_millones,Gastos_Operativos_millones,Margen_Financiero_Neto_millones,Fondos_Disponibles_millones,Depositos_Corto_Plazo_millones,Prestamos_Totales_millones,Prestamos_Morosos_millones,Activos_Finales_millones,Patrimonio_millones,Captaciones_Iniciales_millones,Captaciones_Finales_millones,Cartera_Inicial_millones,Cartera_Final_millones,Provisiones_Iniciales_millones,Provisiones_Finales_millones,Activos_Finales_millones_promedio,Eficiencia_Gasto_Operativo,Gasto_personal,ROA,Liquidez_de_Corto_Plazo,Tasa_de_Morosidad,Grado_Absorción,Solvencia_Patrimonial,Porcentaje_Crecimiento_Captaciones,Porcentaje_Crecimiento_Cartera,Porcentaje_Crecimiento_Provisiones
Cliente_37,2005,2727.431,5.473,17.821,3.706,51.444,7.872,15.209,1.636,9252.978,901.274,73.127,54.176,181.668,762.511,4.996,9.989,4920.368,-2.257,325.650,0.001,6.535,10.756,4.809,0.097,-25.916,319.729,99.946
Cliente_37,2018,4195.721,8.763,24.876,3.232,16.876,4.078,13.144,0.279,9778.555,185.597,24.940,97.384,355.468,705.026,5.985,5.425,5248.009,-1.839,283.872,0.002,4.138,2.126,7.697,0.019,290.468,98.338,-9.363
Cliente_37,2001,9121.134,7.719,1.374,13.507,83.696,7.389,37.633,1.227,648.039,352.182,57.453,10.770,380.235,557.575,3.615,1.947,5252.968,0.822,17.802,0.001,11.327,3.260,0.102,0.543,-81.255,46.639,-46.158
Cliente_37,2004,3560.487,9.362,16.027,9.395,93.107,1.259,41.361,2.402,9752.100,91.689,10.811,22.188,215.060,41.568,8.698,4.943,4929.029,-0.712,171.188,0.002,73.963,5.807,1.706,0.009,105.222,-80.671,-43.178
Cliente_37,2010,2899.272,9.134,11.817,12.556,53.157,8.331,13.109,0.296,3386.978,846.016,58.235,50.915,228.327,328.787,2.699,6.927,4613.751,-0.294,129.377,0.002,6.380,2.259,0.941,0.250,-12.570,43.999,156.642
Cliente_37,2014,5296.594,8.425,15.062,8.122,38.042,3.001,40.988,5.609,5950.013,941.903,2.384,71.068,113.733,116.607,1.626,1.765,4789.817,-0.788,178.782,0.002,12.675,13.684,1.854,0.158,2880.475,2.527,8.520
Cliente_37,2022,9363.234,6.505,10.869,8.215,42.631,8.711,40.293,6.180,9906.623,948.843,22.483,37.280,984.628,284.328,8.570,2.290,5055.648,-0.671,167.079,0.001,4.894,15.336,1.323,0.096,65.815,-71.123,-73.274
Cliente_37,2004,5139.151,8.427,27.413,8.491,83.533,2.281,11.701,1.856,1228.499,348.489,19.963,59.349,124.492,600.789,5.281,4.606,4929.029,-2.253,325.289,0.002,36.618,15.865,3.228,0.284,197.290,382.593,-12.790
Cliente_37,2011,7664.658,8.442,3.970,11.466,90.075,3.039,14.313,2.645,8381.253,161.397,28.904,44.527,111.206,312.695,7.112,6.315,4774.942,0.530,47.030,0.002,29.638,18.482,0.346,0.019,54.052,181.186,-11.208
Cliente_38,2023,4758.787,5.673,3.794,12.965,12.957,7.075,34.678,6.220,4337.811,910.479,27.395,34.261,840.540,95.639,4.896,8.764,5423.356,0.331,66.872,0.001,1.831,17.936,0.293,0.210,25.061,-88.622,79.004
Cliente_38,2015,6032.051,5.498,3.219,8.426,60.100,6.941,24.111,1.804,5661.598,66.435,69.900,50.774,536.298,337.501,5.860,6.192,4996.377,0.415,58.548,0.001,8.659,7.484,0.382,0.012,-27.362,-37.068,5.667
Cliente_38,2008,4045.032,5.264,22.797,14.312,87.432,7.168,49.111,1.400,6267.958,305.608,59.211,76.725,288.068,68.203,2.801,2.917,5765.334,-3.330,433.046,0.001,12.197,2.850,1.593,0.049,29.580,-76.324,4.138
Cliente_38,2022,4845.844,5.341,23.260,0.958,37.274,6.150,22.819,1.725,5223.174,338.257,98.591,34.614,48.484,801.384,4.621,9.659,5055.648,-3.355,435.480,0.001,6.061,7.558,24.275,0.065,-64.891,1552.890,109.038
Cliente_38,2018,2789.627,8.391,23.989,6.741,73.545,5.283,11.126,0.867,3643.382,20.692,38.396,61.868,996.231,475.793,6.625,7.680,5248.009,-1.859,285.908,0.002,13.921,7.790,3.559,0.006,61.131,-52.241,15.928
Cliente_38,2018,7680.228,9.860,6.856,13.767,54.233,8.689,11.805,0.906,1478.289,326.791,39.640,36.970,402.625,210.529,5.079,5.206,5248.009,0.305,69.531,0.002,6.241,7.674,0.498,0.221,-6.735,-47.711,2.493
Cliente_38,2008,1081.259,6.913,20.201,6.063,22.104,5.560,43.477,5.897,1505.576,461.448,57.681,44.163,226.660,795.856,7.871,9.434,5765.334,-1.922,292.206,0.001,3.975,13.564,3.332,0.306,-23.436,251.123,19.864
Cliente_38,2020,2507.648,8.396,15.217,5.061,74.415,4.522,23.955,1.367,6853.381,863.505,81.024,50.198,743.145,651.885,2.625,5.794,4893.708,-0.812,181.244,0.002,16.455,5.705,3.007,0.126,-38.045,-12.280,120.708
Cliente_38,2012,4973.241,5.764,8.588,5.957,53.871,5.452,39.682,5.283,3003.456,568.481,10.906,84.886,92.866,302.545,1.167,6.530,4846.471,-0.490,149.007,0.001,9.881,13.314,1.442,0.189,678.371,225.787,459.331
Cliente_38,2011,6284.082,8.110,10.965,7.165,19.844,9.738,11.076,1.358,4354.452,901.508,67.836,78.928,844.343,804.323,7.330,7.922,4774.942,-0.352,135.204,0.002,2.038,12.258,1.530,0.207,16.351,-4.740,8.078
Cliente_39,2010,6868.862,9.528,23.685,6.255,57.273,9.420,14.518,1.926,5704.335,639.310,91.875,64.799,918.628,762.213,3.246,2.202,4613.751,-1.486,248.574,0.002,6.080,13.263,3.787,0.112,-29.471,-17.027,-32.184
Cliente_39,2002,2362.062,6.010,2.604,12.677,54.681,2.962,31.830,5.793,208.326,700.916,30.788,79.142,101.295,641.731,7.422,2.561,5226.441,0.567,43.336,0.001,18.460,18.199,0.205,3.365,157.057,533.526,-65.491
Cliente_39,2020,2385.596,6.364,26.999,12.720,18.122,1.961,28.994,0.482,230.678,903.254,93.696,28.130,161.183,184.556,7.908,6.337,4893.708,-3.243,424.270,0.001,9.240,1.661,2.123,3.916,-69.978,14.501,-19.868
Cliente_39,2006,1500.473,5.146,10.103,3.923,63.984,2.927,19.854,2.988,5585.741,685.563,75.910,8.929,261.709,443.962,6.843,3.948,5018.055,-0.963,196.343,0.001,21.860,15.050,2.576,0.123,-88.237,69.639,-42.300
Cliente_39,2013,278.014,8.948,9.641,8.779,79.587,3.471,21.109,3.415,6120.420,535.376,30.445,78.166,67.301,641.458,2.171,3.536,5072.685,-0.077,107.745,0.002,22.930,16.180,1.098,0.087,156.747,853.120,62.895
Cliente_39,2008,7970.651,6.389,2.844,7.754,38.207,4.675,41.371,0.843,2287.844,237.146,86.082,49.677,421.450,4.073,6.346,1.760,5765.334,0.555,44.513,0.001,8.172,2.039,0.367,0.104,-42.291,-99.034,-72.273
Cliente_39,2009,3106.095,7.754,28.698,2.249,84.910,8.766,15.796,2.912,890.677,442.960,16.862,73.957,729.502,200.875,4.693,4.308,5375.895,-2.701,370.123,0.001,9.686,18.432,12.758,0.497,338.590,-72.464,-8.192
Cliente_39,2020,4854.338,8.221,27.006,10.131,76.351,1.503,29.009,3.992,4624.786,8.858,44.446,92.723,548.180,306.242,9.455,4.541,4893.708,-2.285,328.487,0.002,50.788,13.760,2.666,0.002,108.621,-44.135,-51.967
Cliente_39,2005,9912.940,5.211,20.478,8.916,82.526,5.801,24.710,1.435,2618.570,960.787,32.401,33.939,327.442,576.234,5.063,4.396,4920.368,-2.930,392.974,0.001,14.226,5.807,2.297,0.367,4.747,75.981,-13.183
Cliente_39,2008,4220.769,8.612,26.686,11.739,76.956,7.297,22.327,1.855,8518.457,927.580,81.413,42.814,695.515,111.717,8.862,8.512,5765.334,-2.099,309.855,0.001,10.547,8.309,2.273,0.109,-47.411,-83.937,-3.943
Cliente_40,2001,9472.488,9.310,13.132,0.650,15.288,3.283,47.213,7.961,9519.050,316.227,4.550,49.806,891.004,887.480,8.476,7.584,5252.968,-0.411,141.053,0.002,4.657,16.861,20.214,0.033,994.547,-0.395,-10.528
Cliente_40,2012,1174.388,8.911,12.847,2.431,39.958,6.577,45.116,6.862,3814.528,994.571,26.762,84.738,586.092,26.936,6.936,7.609,4846.471,-0.442,144.179,0.002,6.075,15.209,5.284,0.261,216.633,-95.404,9.704
Cliente_40,2019,7186.116,6.440,5.232,5.187,31.136,3.723,15.277,2.841,3989.186,763.912,70.890,86.821,583.964,681.631,5.086,9.617,4782.451,0.188,81.250,0.001,8.364,18.599,1.009,0.191,22.472,16.725,89.062
Cliente_40,2013,4352.152,7.471,9.416,10.549,91.740,4.552,22.693,1.447,1780.930,152.113,44.207,13.242,971.656,680.959,9.597,6.122,5072.685,-0.260,126.031,0.001,20.153,6.376,0.893,0.085,-70.046,-29.918,-36.204
Cliente_40,2019,9199.970,5.651,8.592,10.459,99.707,4.338,31.217,5.513,9650.528,853.181,99.525,10.264,526.489,394.776,6.348,2.902,4782.451,-0.520,152.047,0.001,22.984,17.662,0.821,0.088,-89.687,-25.017,-54.279
Cliente_40,2008,4537.625,9.282,18.913,10.843,94.539,9.713,15.672,1.982,8655.290,657.762,92.793,86.949,571.217,590.748,1.052,1.438,5765.334,-1.038,203.764,0.002,9.734,12.646,1.744,0.076,-6.298,3.419,36.673
Cliente_40,2004,6736.427,8.000,27.313,10.773,97.049,6.036,14.674,2.270,892.794,798.422,5.038,18.885,417.003,951.269,9.728,6.793,4929.029,-2.414,341.389,0.002,16.078,15.470,2.535,0.894,274.820,128.121,-30.172
Cliente_40,2002,1186.005,9.976,11.719,11.174,63.841,6.224,11.766,0.707,8523.606,54.169,36.295,17.661,77.759,837.140,6.906,3.909,5226.441,-0.175,117.476,0.002,10.257,6.011,1.049,0.006,-51.340,976.588,-43.400
Cliente_40,2011,7135.924,6.415,20.844,4.215,77.342,3.343,15.115,1.050,1630.244,149.472,71.194,51.365,768.485,154.622,9.558,1.500,4774.942,-2.249,324.930,0.001,23.138,6.947,4.945,0.092,-27.852,-79.880,-84.308
Cliente_40,2005,1906.251,8.386,14.287,1.882,14.096,5.534,44.867,8.058,7795.146,230.631,49.035,28.006,677.232,81.982,3.924,1.637,4920.368,-0.704,170.366,0.002,2.547,17.961,7.593,0.030,-42.885,-87.895,-58.297
Cliente_41,2009,9037.439,5.451,21.695,10.423,51.819,8.586,46.724,0.585,7152.276,690.972,3.655,42.766,829.621,999.027,1.171,4.926,5375.895,-2.980,398.000,0.001,6.035,1.253,2.082,0.097,1070.161,20.420,320.609
Cliente_41,2020,6035.533,7.113,27.989,4.856,74.828,1.407,42.400,5.707,4685.204,963.178,48.631,12.529,392.342,37.980,6.188,2.452,4893.708,-2.935,393.513,0.001,53.170,13.460,5.764,0.206,-74.236,-90.320,-60.373
Cliente_41,2020,3591.084,6.841,16.291,4.105,83.154,4.746,18.443,1.797,8831.851,675.427,15.370,90.339,334.516,400.281,5.979,7.536,4893.708,-1.381,238.133,0.001,17.520,9.743,3.968,0.076,487.753,19.660,26.033
Cliente_41,2004,962.019,5.932,19.770,6.702,41.991,7.339,13.129,1.142,7230.227,804.836,24.936,74.139,103.561,513.842,3.411,5.223,4929.029,-2.333,333.282,0.001,5.721,8.697,2.950,0.111,197.316,396.174,53.143
Cliente_41,2003,3675.201,8.153,3.435,8.744,62.701,3.826,49.287,6.652,3904.322,88.547,84.367,45.081,847.782,724.890,6.835,4.943,4970.480,0.579,42.131,0.002,16.390,13.497,0.393,0.023,-46.565,-14.496,-27.678
Cliente_41,2009,1999.513,5.465,14.578,8.489,79.178,7.517,20.373,3.085,4169.194,135.979,85.961,49.020,432.356,935.346,9.002,5.569,5375.895,-1.668,266.771,0.001,10.533,15.141,1.717,0.033,-42.974,116.337,-38.141
Cliente_41,2015,4454.979,7.567,3.296,13.801,11.464,7.816,36.936,5.464,9412.029,191.611,54.320,2.943,416.270,905.168,2.052,6.289,4996.377,0.564,43.563,0.002,1.467,14.792,0.239,0.020,-94.582,117.447,206.408
Cliente_41,2013,3881.507,9.866,24.245,7.945,76.646,5.050,27.352,1.847,6525.349,816.152,9.523,45.502,496.208,867.767,6.604,7.165,5072.685,-1.457,245.732,0.002,15.179,6.753,3.052,0.125,377.800,74.880,8.487
Cliente_41,2023,2685.526,8.382,9.711,7.904,51.659,8.271,10.717,1.763,3603.195,696.336,77.202,25.020,579.083,232.674,6.816,9.296,5423.356,-0.159,115.857,0.002,6.246,16.450,1.229,0.193,-67.591,-59.820,36.387
Cliente_41,2009,6003.807,8.238,29.541,6.489,80.756,4.072,25.797,3.281,4723.776,189.033,15.668,30.188,731.347,61.644,5.035,8.681,5375.895,-2.586,358.597,0.002,19.832,12.718,4.553,0.040,92.670,-91.571,72.417
Cliente_42,2005,1733.738,6.304,15.105,2.010,19.168,5.486,43.393,4.801,53.129,443.136,4.672,88.693,404.534,881.094,3.810,5.547,4920.368,-1.396,239.602,0.001,3.494,11.063,7.515,8.341,1798.270,117.805,45.593
Cliente_42,2019,1563.985,8.385,29.816,1.231,60.623,8.834,28.947,4.619,3390.464,770.382,92.329,70.378,644.235,85.197,4.066,7.588,4782.451,-2.556,355.605,0.002,6.862,15.957,24.219,0.227,-23.775,-86.776,86.600
Cliente_42,2006,4922.365,5.874,23.762,14.221,55.658,2.389,21.470,0.778,2361.737,717.908,15.944,87.481,887.692,537.896,6.721,8.574,5018.055,-3.046,404.552,0.001,23.301,3.622,1.671,0.304,448.668,-39.405,27.571
Cliente_42,2009,7935.031,9.297,23.312,12.085,25.034,4.274,16.850,1.541,7457.835,517.831,57.881,72.434,624.735,390.604,1.211,3.338,5375.895,-1.507,250.738,0.002,5.858,9.148,1.929,0.069,25.142,-37.477,175.671
Cliente_42,2022,9430.604,7.517,23.333,14.458,20.625,8.372,20.641,3.807,5816.357,70.512,97.796,32.056,618.569,719.162,9.013,5.567,5055.648,-2.104,310.383,0.001,2.463,18.442,1.614,0.012,-67.222,16.262,-38.227
Cliente_42,2023,4937.757,9.034,17.154,11.459,28.485,2.107,38.608,6.974,7146.757,338.965,98.025,35.072,442.702,879.996,5.859,2.114,5423.356,-0.899,189.877,0.002,13.520,18.063,1.497,0.047,-64.222,98.778,-63.916
Cliente_42,2002,2347.954,6.689,26.993,14.633,42.547,2.817,26.600,5.077,9375.457,402.249,80.108,82.873,345.905,520.949,3.328,7.809,5226.441,-3.036,403.566,0.001,15.104,19.085,1.845,0.043,3.452,50.605,134.632
Cliente_42,2021,5568.748,5.570,25.749,11.834,75.551,9.727,35.178,3.802,6655.540,772.600,87.706,90.121,812.019,541.249,8.490,9.472,5050.433,-3.623,462.290,0.001,7.767,10.807,2.176,0.116,2.754,-33.345,11.567
Cliente_42,2015,9992.613,6.133,26.337,9.340,73.735,7.923,19.818,2.767,8445.113,434.638,97.293,61.430,649.108,214.521,3.735,5.039,4996.377,-3.294,429.402,0.001,9.306,13.962,2.820,0.051,-36.861,-66.951,34.886
Cliente_42,2004,3588.509,7.810,18.524,12.947,78.577,1.059,40.128,7.597,2339.145,393.873,42.511,15.539,775.625,512.160,4.805,6.152,4929.029,-1.372,237.191,0.002,74.179,18.931,1.431,0.168,-63.447,-33.968,28.039
Cliente_43,2009,7375.386,7.124,19.457,14.536,86.709,2.286,12.703,0.461,3184.046,900.344,77.388,75.305,579.973,528.374,7.107,9.474,5375.895,-1.731,273.108,0.001,37.933,3.632,1.339,0.283,-2.691,-8.897,33.299
Cliente_43,2009,1053.164,5.650,29.899,7.941,19.930,8.054,11.787,1.543,5531.658,339.659,31.576,50.761,85.563,382.629,1.530,9.096,5375.895,-4.292,529.153,0.001,2.475,13.093,3.765,0.061,60.759,347.188,494.391
Cliente_43,2021,5165.002,6.074,20.982,8.173,43.263,4.796,29.247,4.525,655.517,46.774,64.871,2.848,534.010,91.934,9.650,1.467,5050.433,-2.454,345.436,0.001,9.021,15.472,2.567,0.071,-95.610,-82.784,-84.799
Cliente_43,2022,1926.360,5.390,28.487,10.570,36.063,9.431,22.388,3.062,290.035,670.773,64.748,66.167,321.111,979.806,2.633,3.157,5055.648,-4.285,528.476,0.001,3.824,13.677,2.695,2.313,2.193,205.130,19.881
Cliente_43,2018,7785.717,8.384,22.220,7.104,57.050,3.746,28.095,1.076,6335.779,443.653,9.430,53.654,589.304,542.237,7.420,6.373,5248.009,-1.650,265.023,0.002,15.228,3.831,3.128,0.070,468.969,-7.987,-14.107
Cliente_43,2021,4543.642,7.014,13.091,0.973,20.597,3.551,23.513,3.487,9137.437,278.098,95.562,96.275,491.982,286.066,3.682,3.128,5050.433,-0.866,186.644,0.001,5.800,14.829,13.457,0.030,0.747,-41.854,-15.040
Cliente_43,2004,1466.386,7.795,5.722,2.774,37.443,2.648,25.092,0.677,187.210,89.441,54.642,28.221,933.915,183.486,1.889,5.578,4929.029,0.266,73.413,0.002,14.142,2.697,2.063,0.478,-48.352,-80.353,195.314
Cliente_43,2022,4257.496,8.894,15.668,8.606,43.701,7.657,43.378,5.583,5541.199,166.449,76.004,21.375,340.617,768.536,2.282,5.540,5055.648,-0.762,176.159,0.002,5.707,12.871,1.821,0.030,-71.877,125.631,142.745
Cliente_43,2012,4121.117,9.360,15.058,13.865,36.458,1.019,43.347,5.569,5862.141,25.779,95.772,83.139,181.327,155.073,9.037,9.544,4846.471,-0.609,160.877,0.002,35.787,12.848,1.086,0.004,-13.190,-14.479,5.611
Cliente_43,2016,923.394,7.922,14.274,2.222,12.518,5.928,15.312,1.280,1015.993,630.479,52.654,84.053,25.033,952.213,3.321,3.424,4857.693,-0.802,180.189,0.002,2.112,8.357,6.423,0.621,59.634,3703.847,3.076
Cliente_44,2017,2035.366,7.323,11.191,2.525,77.742,1.018,35.964,1.570,968.164,921.477,90.546,66.324,523.557,937.952,4.253,6.146,5183.146,-0.528,152.816,0.001,76.336,4.367,4.432,0.952,-26.751,79.150,44.510
Cliente_44,2020,9679.147,9.147,19.334,8.569,50.745,5.289,13.101,2.043,4800.184,358.463,70.990,57.005,782.470,641.325,7.831,1.228,4893.708,-1.114,211.373,0.002,9.595,15.591,2.256,0.075,-19.700,-18.038,-84.315
Cliente_44,2004,3733.679,6.446,17.970,4.552,32.134,9.113,11.238,1.601,8080.783,90.877,21.700,68.556,192.660,943.131,8.954,7.637,4929.029,-1.788,278.761,0.001,3.526,14.244,3.948,0.011,215.933,389.532,-14.711
Cliente_44,2009,9853.102,9.860,15.800,6.763,98.472,7.054,43.283,0.502,5925.715,613.829,20.413,56.949,678.301,52.811,3.021,9.803,5375.895,-0.602,160.232,0.002,13.959,1.160,2.336,0.104,178.989,-92.214,224.498
Cliente_44,2018,7820.455,5.003,2.319,9.351,40.747,4.718,36.865,3.609,6263.345,303.875,82.291,7.471,991.959,938.821,3.501,4.814,5248.009,0.536,46.356,0.001,8.636,9.791,0.248,0.049,-90.922,-5.357,37.499
Cliente_44,2013,5375.819,9.668,22.436,14.383,51.382,9.057,36.890,6.931,3343.691,718.092,40.213,13.696,693.293,433.116,4.781,1.670,5072.685,-1.321,232.079,0.002,5.673,18.789,1.560,0.215,-65.940,-37.528,-65.068
Cliente_44,2014,4238.101,7.411,17.329,5.115,63.956,7.330,24.120,2.279,2504.844,235.024,87.122,7.440,533.409,995.111,5.040,3.250,4789.817,-1.338,233.835,0.002,8.726,9.447,3.388,0.094,-91.460,86.557,-35.516
Cliente_44,2002,9115.016,7.989,9.719,10.390,11.429,7.862,42.511,2.214,1079.299,494.315,57.341,26.703,253.668,274.762,1.046,2.480,5226.441,-0.216,121.644,0.002,1.454,5.209,0.935,0.458,-53.432,8.315,137.027
Cliente_44,2020,4517.968,9.197,12.464,5.468,72.266,5.843,43.099,0.593,2384.354,363.636,49.907,57.420,560.556,680.493,2.751,3.797,4893.708,-0.355,135.514,0.002,12.368,1.376,2.279,0.153,15.055,21.396,38.008
Cliente_44,2016,11.010,6.901,4.566,4.290,68.180,8.086,24.319,1.542,3408.679,281.476,55.627,23.569,454.472,467.120,1.736,6.634,4857.693,0.338,66.171,0.001,8.432,6.342,1.064,0.083,-57.631,2.783,282.078
Cliente_45,2001,4465.115,5.274,26.073,0.877,55.801,6.865,36.307,0.835,2801.453,329.290,48.594,55.914,262.737,655.214,6.609,4.866,5252.968,-3.944,494.372,0.001,8.128,2.300,29.743,0.118,15.065,149.380,-26.373
Cliente_45,2010,1249.139,8.054,23.837,8.000,41.985,4.220,15.784,0.726,1265.459,105.743,77.066,15.098,175.110,885.127,4.903,6.725,4613.751,-1.960,295.973,0.002,9.950,4.598,2.980,0.084,-80.409,405.468,37.154
Cliente_45,2016,9745.281,7.159,19.096,9.023,53.326,6.253,19.495,1.957,5083.187,876.229,81.651,44.600,847.687,339.045,7.398,9.289,4857.693,-1.667,266.737,0.001,8.528,10.039,2.116,0.172,-45.377,-60.004,25.554
Cliente_45,2007,9167.227,5.509,14.149,2.066,65.877,5.870,42.767,6.049,5841.238,910.632,80.920,63.502,246.718,211.027,2.066,7.868,5175.817,-1.568,256.827,0.001,11.222,14.145,6.848,0.156,-21.525,-14.466,280.739
Cliente_45,2002,3774.574,5.279,14.462,0.678,26.733,2.311,32.378,3.199,4890.417,496.435,38.215,91.358,196.792,456.747,8.945,6.286,5226.441,-1.740,273.957,0.001,11.570,9.881,21.325,0.102,139.062,132.097,-29.723
Cliente_45,2019,8900.947,5.261,13.415,10.843,22.391,5.226,12.184,1.725,7273.258,920.034,40.631,36.631,176.901,370.271,2.177,8.690,4782.451,-1.550,254.990,0.001,4.285,14.156,1.237,0.126,-9.845,109.309,299.142
Cliente_45,2019,6933.943,9.250,18.986,9.097,13.966,6.430,23.753,4.083,7846.868,639.128,82.782,97.556,262.527,372.978,2.707,3.648,4782.451,-1.053,205.263,0.002,2.172,17.188,2.087,0.081,17.846,42.072,34.760
Cliente_45,2014,7826.680,7.008,3.937,12.691,21.491,3.620,49.060,5.767,7910.181,693.527,1.666,20.713,102.089,172.188,5.793,2.337,4789.817,0.438,56.176,0.001,5.938,11.756,0.310,0.088,1143.426,68.665,-59.656
Cliente_45,2003,620.960,8.087,19.877,13.613,62.607,9.732,35.622,2.628,6149.250,467.070,1.979,29.126,831.614,527.400,7.249,3.225,4970.480,-1.458,245.801,0.002,6.433,7.378,1.460,0.076,1371.517,-36.581,-55.519
Cliente_45,2020,8024.069,7.056,20.598,2.327,56.181,5.659,18.050,1.208,1675.168,213.925,36.431,22.676,138.106,799.224,3.862,6.665,4893.708,-1.919,291.934,0.001,9.928,6.693,8.853,0.128,-37.757,478.702,72.602
Cliente_46,2012,3739.413,6.015,3.437,5.097,80.729,7.152,42.892,3.668,6037.491,313.762,94.392,33.282,867.078,94.148,3.097,5.828,4846.471,0.429,57.137,0.001,11.288,8.553,0.674,0.052,-64.741,-89.142,88.163
Cliente_46,2020,6945.402,9.316,13.891,6.044,93.395,3.470,41.325,2.195,9391.603,188.659,1.958,3.301,980.192,105.209,6.936,5.304,4893.708,-0.491,149.108,0.002,26.913,5.312,2.298,0.020,68.540,-89.267,-23.527
Cliente_46,2016,7156.783,6.979,11.196,3.104,18.857,7.351,26.152,3.984,5875.332,770.361,81.230,78.750,205.000,553.354,1.630,1.619,4857.693,-0.604,160.408,0.001,2.565,15.234,3.607,0.131,-3.052,169.928,-0.672
Cliente_46,2011,4948.425,6.530,17.935,3.890,16.421,9.982,26.230,2.627,5025.248,698.243,83.596,92.292,391.246,33.027,1.517,9.596,4774.942,-1.747,274.654,0.001,1.645,10.014,4.611,0.139,10.403,-91.558,532.523
Cliente_46,2015,2684.086,9.444,14.492,9.858,13.445,9.986,33.198,3.586,6848.674,210.375,34.642,16.215,534.956,689.336,5.667,8.791,4996.377,-0.535,153.463,0.002,1.346,10.801,1.470,0.031,-53.192,28.858,55.137
Cliente_46,2016,4010.060,7.857,19.013,5.707,28.028,7.771,36.212,5.770,2755.134,450.522,42.496,95.311,189.150,489.125,2.546,2.169,4857.693,-1.420,241.988,0.002,3.606,15.934,3.332,0.164,124.285,158.590,-14.807
Cliente_46,2014,9211.931,9.677,13.357,1.695,27.698,7.658,28.880,4.446,75.426,558.888,68.891,33.695,109.530,187.505,8.737,2.851,4789.817,-0.380,138.021,0.002,3.617,15.395,7.880,7.410,-51.089,71.191,-67.369
Cliente_46,2005,5840.242,6.871,14.559,12.718,39.632,9.211,30.506,4.493,1427.777,375.325,40.934,63.354,569.945,70.422,4.698,4.890,4920.368,-1.119,211.905,0.001,4.302,14.728,1.145,0.263,54.773,-87.644,4.088
Cliente_46,2010,367.008,7.753,12.860,7.935,37.244,1.077,40.446,3.950,640.636,577.931,78.086,60.697,452.084,963.032,2.413,7.387,4613.751,-0.659,165.872,0.002,34.588,9.767,1.621,0.902,-22.268,113.021,206.095
Cliente_46,2022,2196.043,5.672,24.331,9.833,83.401,3.695,15.971,2.563,3992.970,129.217,54.223,61.176,894.849,284.534,1.997,5.273,5055.648,-3.290,428.987,0.001,22.570,16.046,2.474,0.032,12.823,-68.203,164.087
Cliente_47,2007,911.936,5.898,5.580,2.258,67.498,7.033,43.540,1.907,5034.697,103.690,2.588,72.677,233.176,624.285,6.123,7.855,5175.817,0.054,94.611,0.001,9.598,4.381,2.471,0.021,2708.446,167.732,28.297
Cliente_47,2016,6463.345,8.089,26.594,5.847,70.806,5.178,34.280,4.996,7046.587,690.656,3.766,5.357,106.779,44.895,3.267,7.189,4857.693,-2.288,328.782,0.002,13.674,14.574,4.549,0.098,42.235,-57.955,120.006
Cliente_47,2010,9189.040,7.160,16.594,11.453,51.571,5.152,17.089,3.069,133.904,444.543,2.441,51.738,324.044,885.575,1.853,9.802,4613.751,-1.318,231.753,0.002,10.010,17.961,1.449,3.320,2019.142,173.288,429.076
Cliente_47,2018,3468.472,6.923,20.333,7.814,40.929,1.743,14.966,1.663,213.113,598.607,82.232,81.747,15.980,411.686,3.919,6.997,5248.009,-1.937,293.689,0.001,23.483,11.114,2.602,2.809,-0.590,2476.324,78.540
Cliente_47,2015,8426.552,8.295,2.936,11.803,45.941,6.913,39.658,3.727,7589.651,49.616,68.316,32.945,654.339,767.778,6.678,1.608,4996.377,0.646,35.388,0.002,6.645,9.399,0.249,0.007,-51.775,17.336,-75.926
Cliente_47,2014,7923.676,8.493,22.070,6.446,27.496,7.422,16.738,0.319,1241.438,378.018,7.254,63.052,12.969,500.076,4.497,1.159,4789.817,-1.599,259.868,0.002,3.705,1.907,3.424,0.305,769.204,3755.819,-74.231
Cliente_47,2014,3911.513,5.478,27.165,2.890,13.400,4.940,36.856,4.814,2364.727,202.536,95.916,62.843,213.555,990.484,9.321,9.209,4789.817,-3.959,495.919,0.001,2.713,13.061,9.399,0.086,-34.481,363.807,-1.202
Cliente_47,2018,8234.473,8.493,27.353,3.507,32.555,5.237,10.448,1.142,4285.550,250.450,10.564,93.498,220.876,712.819,7.943,5.040,5248.009,-2.221,322.061,0.002,6.216,10.935,7.800,0.058,785.090,222.723,-36.543
Cliente_47,2001,8498.589,5.218,12.927,1.147,73.819,3.512,20.930,2.844,2436.214,908.848,83.703,40.111,658.304,791.469,2.196,5.599,5252.968,-1.477,247.725,0.001,21.017,13.588,11.268,0.373,-52.079,20.228,154.930
Cliente_47,2023,4151.113,9.428,23.094,0.887,22.283,2.452,27.626,3.741,794.817,200.786,66.747,43.360,279.179,922.302,2.578,7.676,5423.356,-1.450,244.958,0.002,9.087,13.541,26.024,0.253,-35.038,230.362,197.765
